Date,Hour,PJM-E,PJM-W,NI,DAY,AEP
11/10/04,600,30179,6017,8811,1902,15690
11/10/04,700,33945,6598,9555,2164,17290
11/10/04,800,35446,6784,10729,2255,17897
11/10/04,900,35221,6652,11320,2260,17583
11/10/04,1000,34476,6446,11558,2228,17252
11/10/04,1100,34046,6303,11615,2220,16923
11/10/04,1200,33435,6190,11697,2182,16475
11/10/04,1300,32871,6062,11693,2164,16221
11/10/04,1400,32546,5938,11665,2146,16028
11/10/04,1500,32109,5883,11670,2119,15643
11/10/04,1600,32095,5875,11653,2094,15517
11/10/04,1700,33510,6020,11607,2103,15711
11/10/04,1800,36466,6434,12126,2236,16597
11/10/04,1900,36597,6584,12695,2295,17045
11/10/04,2000,35924,6440,12554,2257,16887
11/10/04,2100,35063,6351,12235,2204,16709
11/10/04,2200,33100,6114,11860,2111,16153
11/10/04,2300,30620,5800,11235,1952,15267
11/10/04,2400,28208,5410,10379,1812,14373
11/09/04,100,26305,5370,9671,1826,14629
11/09/04,200,25470,5328,9129,1783,14279
11/09/04,300,25049,5296,8804,1751,14354
11/09/04,400,25156,5345,8618,1754,14340
11/09/04,500,25903,5492,8598,1797,14729
11/09/04,600,28340,5806,8866,1936,15675
11/09/04,700,32057,6427,9657,2209,17263
11/09/04,800,33654,6574,10823,2320,18034
11/09/04,900,33571,6459,11438,2301,17752
11/09/04,1000,33450,6308,11664,2282,17332
11/09/04,1100,33320,6269,11684,2275,17044
11/09/04,1200,33068,6123,11768,2229,16573
11/09/04,1300,32677,6112,11709,2194,16365
11/09/04,1400,32502,5996,11619,2181,16104
11/09/04,1500,32122,5938,11608,2133,15926
11/09/04,1600,32235,5870,11514,2095,15639
11/09/04,1700,33437,6045,11501,2109,15843
11/09/04,1800,36723,6548,11970,2238,16869
11/09/04,1900,37187,6759,12670,2367,17629
11/09/04,2000,36727,6721,12632,2339,17718
11/09/04,2100,36075,6646,12405,2303,17598
11/09/04,2200,34328,6430,12059,2195,17190
11/09/04,2300,31674,6076,11420,2061,16360
11/09/04,2400,29360,5760,10523,1912,15367
11/08/04,100,22378,4461,8796,1566,12306
11/08/04,200,21754,4415,8465,1530,12052
11/08/04,300,21576,4396,8244,1531,12110
11/08/04,400,21600,4420,8282,1552,12202
11/08/04,500,22351,4607,8291,1623,12557
11/08/04,600,24790,5011,8692,1780,13638
11/08/04,700,28739,5673,9558,2070,15465
11/08/04,800,30659,5923,10828,2200,16248
11/08/04,900,31396,5990,11589,2233,16261
11/08/04,1000,31688,5970,11885,2237,16199
11/08/04,1100,32044,5963,11978,2264,16248
11/08/04,1200,31886,5999,11888,2221,16035
11/08/04,1300,31864,5925,11862,2192,15818
11/08/04,1400,31743,5875,11750,2159,15715
11/08/04,1500,31527,5835,11728,2127,15516
11/08/04,1600,31646,5839,11630,2092,15287
11/08/04,1700,32896,5983,11605,2096,15491
11/08/04,1800,35787,6471,12167,2227,16490
11/08/04,1900,36185,6622,12810,2364,17380
11/08/04,2000,35702,6636,12758,2344,17450
11/08/04,2100,34898,6536,12499,2301,17306
11/08/04,2200,33154,6321,12122,2202,16945
11/08/04,2300,30459,5943,11479,2064,16027
11/08/04,2400,27921,5593,10540,1921,15170
11/07/04,100,23665,4522,8742,1442,12252
11/07/04,200,22667,4452,8224,1381,11879
11/07/04,300,22207,4395,7956,1357,11706
11/07/04,400,21982,4365,7746,1343,11707
11/07/04,500,22099,4401,7647,1344,11789
11/07/04,600,22601,4505,7678,1381,12007
11/07/04,700,23419,4651,7768,1437,12452
11/07/04,800,24318,4796,7937,1485,12903
11/07/04,900,25507,5024,7952,1578,13398
11/07/04,1000,26320,5117,8333,1632,13408
11/07/04,1100,26613,5045,8660,1645,13155
11/07/04,1200,26613,4967,8797,1658,13042
11/07/04,1300,26561,4972,8877,1665,13009
11/07/04,1400,26274,4936,8941,1650,12867
11/07/04,1500,25992,4818,8889,1626,12629
11/07/04,1600,25980,4793,8892,1624,12620
11/07/04,1700,27036,4948,8877,1650,12849
11/07/04,1800,30002,5387,9481,1780,13733
11/07/04,1900,30537,5541,10452,1899,14397
11/07/04,2000,30016,5492,10561,1892,14525
11/07/04,2100,29157,5354,10424,1847,14294
11/07/04,2200,27659,5146,10291,1794,13901
11/07/04,2300,25739,4859,9933,1703,13320
11/07/04,2400,23761,4623,9288,1619,12703
11/06/04,100,25036,4997,9596,1658,13503
11/06/04,200,24101,4898,8983,1581,13159
11/06/04,300,23728,4819,8645,1547,12988
11/06/04,400,23550,4800,8355,1543,12987
11/06/04,500,23740,4855,8304,1562,13076
11/06/04,600,24528,4992,8344,1611,13487
11/06/04,700,25576,5242,8691,1705,14160
11/06/04,800,27027,5445,9063,1771,14635
11/06/04,900,28399,5615,9276,1856,15098
11/06/04,1000,28994,5664,9708,1899,15074
11/06/04,1100,29056,5602,9941,1886,14809
11/06/04,1200,28631,5418,9981,1860,14447
11/06/04,1300,27999,5355,10002,1812,14083
11/06/04,1400,27323,5207,9804,1771,13759
11/06/04,1500,26862,5092,9719,1724,13380
11/06/04,1600,26630,5006,9569,1770,13214
11/06/04,1700,27398,5130,9433,1700,13254
11/06/04,1800,30150,5541,9913,1779,14047
11/06/04,1900,30379,5622,10712,1874,14579
11/06/04,2000,29895,5567,10631,1842,14053
11/06/04,2100,29529,5472,10497,1795,14299
11/06/04,2200,28423,5313,10201,1725,13974
11/06/04,2300,26725,5097,9874,1643,13420
11/06/04,2400,24945,4779,9248,1535,12804
11/05/04,100,24934,5037,9704,1752,13305
11/05/04,200,23907,4950,9197,1689,12993
11/05/04,300,23490,4929,8869,1662,12756
11/05/04,400,23451,4938,8729,1652,12824
11/05/04,500,23958,5060,8705,1702,13119
11/05/04,600,26027,5415,8964,1839,14071
11/05/04,700,29456,5996,9717,2093,15761
11/05/04,800,31161,6160,10846,2181,16274
11/05/04,900,31743,6105,11359,2192,15996
11/05/04,1000,32046,6067,11649,2196,15962
11/05/04,1100,32180,6086,11647,2195,15768
11/05/04,1200,31989,6013,11757,2160,15606
11/05/04,1300,31562,5892,11690,2132,15519
11/05/04,1400,31290,5816,11546,2104,15316
11/05/04,1500,30832,5750,11568,2065,14723
11/05/04,1600,30753,5696,11400,2018,15201
11/05/04,1700,31272,5741,11319,1998,14895
11/05/04,1800,33749,6133,11686,2060,15547
11/05/04,1900,34194,6228,12309,2172,16177
11/05/04,2000,33475,6145,12279,2127,16039
11/05/04,2100,32442,6035,11926,2085,15890
11/05/04,2200,30974,5837,11640,2014,15669
11/05/04,2300,29009,5589,11138,1905,14964
11/05/04,2400,26829,5262,10381,1757,14141
11/04/04,100,24372,4920,9489,1734,12892
11/04/04,200,23516,4812,8993,1664,12382
11/04/04,300,23295,4799,8681,1628,12367
11/04/04,400,23212,4752,8492,1629,12357
11/04/04,500,23850,4858,8399,1661,12521
11/04/04,600,26016,5158,8614,1780,13426
11/04/04,700,29712,5772,9409,2018,15050
11/04/04,800,31580,6055,10634,2158,15857
11/04/04,900,32227,6132,11442,2152,15857
11/04/04,1000,32799,6203,11798,2173,16055
11/04/04,1100,33099,6224,11900,2176,16113
11/04/04,1200,33313,6212,11962,2162,16065
11/04/04,1300,33337,6182,11924,2162,16000
11/04/04,1400,33686,6108,11855,2163,15881
11/04/04,1500,33578,6017,11766,2148,15703
11/04/04,1600,33235,6048,11633,2144,15664
11/04/04,1700,34383,6149,11601,2178,15835
11/04/04,1800,35815,6409,11907,2257,16471
11/04/04,1900,35500,6478,12691,2310,16796
11/04/04,2000,34769,6392,12656,2280,16693
11/04/04,2100,33688,6196,12421,2223,16369
11/04/04,2200,31745,6002,12071,2125,15890
11/04/04,2300,29166,5627,11450,1991,14952
11/04/04,2400,26812,5255,10579,1856,14038
11/03/04,100,23766,4716,9573,1666,12529
11/03/04,200,22743,4560,9005,1609,12096
11/03/04,300,22257,4524,8718,1574,11918
11/03/04,400,22118,4483,8541,1567,11887
11/03/04,500,22624,4548,8483,1608,12142
11/03/04,600,24318,4873,8697,1743,12907
11/03/04,700,27936,5472,9479,2007,14509
11/03/04,800,30006,5777,10626,2154,15250
11/03/04,900,30333,5861,11272,2166,15341
11/03/04,1000,30732,5755,11514,2187,15672
11/03/04,1100,31182,5811,11513,2216,15818
11/03/04,1200,31146,5780,11600,2190,15723
11/03/04,1300,31181,5719,11590,2189,15698
11/03/04,1400,30868,5676,11518,2163,15628
11/03/04,1500,30499,5609,11515,2131,15385
11/03/04,1600,30335,5568,11413,2107,15254
11/03/04,1700,31115,5714,11365,2121,15407
11/03/04,1800,33875,6102,11810,2199,16019
11/03/04,1900,34159,6250,12581,2321,16574
11/03/04,2000,33584,6139,12478,2290,16402
11/03/04,2100,32527,6062,12277,2233,16099
11/03/04,2200,30865,5830,11875,2137,15616
11/03/04,2300,28353,5484,11237,1976,14532
11/03/04,2400,25992,5099,10335,1839,13253
11/02/04,100,23476,4748,9358,1666,12494
11/02/04,200,22557,4610,8824,1607,11988
11/02/04,300,22123,4532,8476,1560,11802
11/02/04,400,22077,4525,8292,1548,11803
11/02/04,500,22630,4717,8251,1582,11951
11/02/04,600,24833,4997,8518,1716,12788
11/02/04,700,28268,5492,9306,1969,14132
11/02/04,800,29815,5684,10530,2094,14760
11/02/04,900,30593,5728,11281,2107,15083
11/02/04,1000,31035,5739,11610,2146,15266
11/02/04,1100,31182,5832,11707,2169,15600
11/02/04,1200,31261,5799,11829,2176,15737
11/02/04,1300,31480,5767,11799,2183,15904
11/02/04,1400,31542,5833,11756,2166,15856
11/02/04,1500,31220,5808,11754,2151,15820
11/02/04,1600,31089,5814,11699,2119,15689
11/02/04,1700,31750,5840,11694,2162,15743
11/02/04,1800,34099,6181,12099,2224,16257
11/02/04,1900,34255,6284,12679,2251,16627
11/02/04,2000,33566,6201,12566,2199,16237
11/02/04,2100,32546,6057,12334,2133,15954
11/02/04,2200,30636,5714,11944,2027,15173
11/02/04,2300,27960,5332,11306,1896,14194
11/02/04,2400,25429,5002,10433,1752,13183
11/01/04,100,21942,4372,8403,1533,11730
11/01/04,200,21272,4372,8038,1500,11434
11/01/04,300,20978,4340,7910,1489,11383
11/01/04,400,21058,4410,7836,1497,11372
11/01/04,500,21790,4534,7830,1557,11697
11/01/04,600,23746,4900,8156,1704,12751
11/01/04,700,27626,5491,8936,1961,14513
11/01/04,800,29673,5737,10246,2119,15300
11/01/04,900,30571,5773,11218,2181,15467
11/01/04,1000,31148,5847,11604,2188,15630
11/01/04,1100,31458,5821,11805,2206,15782
11/01/04,1200,31511,5806,12002,2208,15452
11/01/04,1300,31333,5773,11971,2210,15344
11/01/04,1400,31304,5711,12034,2205,15312
11/01/04,1500,31029,5680,12077,2186,15130
11/01/04,1600,30785,5707,12024,2165,15032
11/01/04,1700,31395,5725,12124,2168,15232
11/01/04,1800,33862,6103,12502,2237,15610
11/01/04,1900,34235,6232,12802,2314,16072
11/01/04,2000,33508,6071,12622,2280,15899
11/01/04,2100,32386,5888,12327,2204,15774
11/01/04,2200,30383,5601,11900,2092,15439
11/01/04,2300,27610,5277,11204,1929,14194
11/01/04,2400,25320,4934,10243,1772,13165
10/31/04,100,23027,4316,8688,1406,11433
10/31/04,200,21675,4285,8197,1350,10898,EDT
10/31/04,200,21347,3884,8091,1313,10488,EST
10/31/04,300,20585,4006,7679,1282,10318
10/31/04,400,20381,3963,7518,1267,10263
10/31/04,500,20528,3963,7412,1274,10296
10/31/04,600,20879,4035,7470,1312,10508
10/31/04,700,21853,4210,7729,1376,10975
10/31/04,800,23168,4501,7891,1444,11548
10/31/04,900,24996,4796,8174,1575,12202
10/31/04,1000,26057,4961,8581,1637,12671
10/31/04,1100,26616,4986,8807,1661,12770
10/31/04,1200,26854,5023,8890,1683,12821
10/31/04,1300,26880,4959,8883,1684,12822
10/31/04,1400,26737,4926,8891,1663,12902
10/31/04,1500,26550,4894,8824,1636,12802
10/31/04,1600,26463,4900,8796,1625,12688
10/31/04,1700,27311,4960,8806,1647,12830
10/31/04,1800,29667,5305,9218,1720,13380
10/31/04,1900,29565,5382,10206,1860,14067
10/31/04,2000,28961,5265,10261,1859,13930
10/31/04,2100,28566,5251,10086,1846,13843
10/31/04,2200,27154,5055,9905,1785,13341
10/31/04,2300,25137,4823,9528,1690,12831
10/31/04,2400,23272,4516,8954,1601,12181
10/30/04,100,23729,4525,9917,1638,12200
10/30/04,200,22504,4315,9245,1538,11676
10/30/04,300,21758,4275,8838,1486,11297
10/30/04,400,21680,4232,8398,1474,11036
10/30/04,500,21467,4241,8195,1453,10996
10/30/04,600,22006,4329,8137,1483,11212
10/30/04,700,23312,4579,8303,1563,11683
10/30/04,800,24928,4788,8781,1685,12416
10/30/04,900,26675,4996,9127,1779,13002
10/30/04,1000,28329,5222,9399,1872,13572
10/30/04,1100,29124,5342,9790,1939,14004
10/30/04,1200,29289,5332,10070,1947,14066
10/30/04,1300,28897,5256,9930,1948,13948
10/30/04,1400,28430,5193,9857,1914,13763
10/30/04,1500,27934,5123,9624,1883,13572
10/30/04,1600,27699,5081,9503,1849,13549
10/30/04,1700,27978,5106,9481,1817,13577
10/30/04,1800,28568,5122,9650,1777,13518
10/30/04,1900,29970,5262,10044,1780,13684
10/30/04,2000,29979,5337,10550,1861,13978
10/30/04,2100,29262,5274,10459,1824,13929
10/30/04,2200,28260,5141,10180,1761,13519
10/30/04,2300,26746,4899,9897,1656,12902
10/30/04,2400,24917,4629,9357,1528,12187
10/29/04,100,24329,4729,9460,1679,12510
10/29/04,200,23265,4602,8851,1635,12022
10/29/04,300,22827,4520,8521,1596,11753
10/29/04,400,22711,4573,8311,1571,11530
10/29/04,500,23181,4586,8256,1605,11744
10/29/04,600,25232,4879,8463,1720,12355
10/29/04,700,29035,5507,9168,1977,13861
10/29/04,800,31769,5877,10607,2189,15040
10/29/04,900,32151,5818,11734,2215,15295
10/29/04,1000,32336,5848,12081,2205,15491
10/29/04,1100,32564,5923,12199,2241,15539
10/29/04,1200,32374,5843,12400,2266,15530
10/29/04,1300,31940,5753,12472,2248,15571
10/29/04,1400,31641,5762,12506,2221,15507
10/29/04,1500,31214,5687,12506,2211,15397
10/29/04,1600,31210,5637,12523,2193,15071
10/29/04,1700,31403,5635,12489,2182,15134
10/29/04,1800,31941,5692,12298,2136,14942
10/29/04,1900,33008,5834,12326,2147,15103
10/29/04,2000,32334,5791,12753,2195,15460
10/29/04,2100,31378,5642,12686,2146,15198
10/29/04,2200,29979,5501,12275,2058,14782
10/29/04,2300,27958,5215,11677,1934,14057
10/29/04,2400,25697,4847,10873,1776,13084
10/28/04,100,24362,4837,9375,1670,12604
10/28/04,200,23314,4709,8740,1603,12127
10/28/04,300,22708,4599,8392,1568,11815
10/28/04,400,22622,4588,8206,1555,11671
10/28/04,500,23189,4691,8126,1588,11868
10/28/04,600,25293,5037,8297,1712,12574
10/28/04,700,29478,5612,9013,1976,14134
10/28/04,800,31833,5902,10348,2170,15213
10/28/04,900,32130,5836,11189,2166,15261
10/28/04,1000,32043,5841,11352,2164,15337
10/28/04,1100,31969,5856,11412,2174,15399
10/28/04,1200,31536,5748,11600,2156,15359
10/28/04,1300,31395,5720,11605,2150,15401
10/28/04,1400,31383,5723,11547,2154,15364
10/28/04,1500,31106,5676,11549,2138,15260
10/28/04,1600,30837,5609,11470,2106,15143
10/28/04,1700,30816,5593,11394,2107,15028
10/28/04,1800,31287,5670,11410,2083,14908
10/28/04,1900,33269,5903,11726,2075,15091
10/28/04,2000,33507,6042,12218,2166,15637
10/28/04,2100,32756,5988,12131,2159,15581
10/28/04,2200,31406,5750,11804,2090,15309
10/28/04,2300,28827,5424,11251,1938,14353
10/28/04,2400,26200,5030,10362,1791,13355
10/27/04,100,24226,4780,9298,1647,12652
10/27/04,200,23295,4671,8696,1558,12211
10/27/04,300,22759,4620,8378,1537,11906
10/27/04,400,22628,4613,8165,1521,11826
10/27/04,500,23244,4750,8123,1557,11979
10/27/04,600,25287,5109,8300,1682,12741
10/27/04,700,29391,5685,9038,1945,14106
10/27/04,800,31969,6014,10358,2150,15258
10/27/04,900,32164,5990,11245,2183,15459
10/27/04,1000,32116,5978,11373,2188,15438
10/27/04,1100,32084,5947,11455,2207,15506
10/27/04,1200,31772,5873,11635,2195,15499
10/27/04,1300,31476,5801,11658,2190,15524
10/27/04,1400,31482,5722,11671,2189,15441
10/27/04,1500,31267,5694,11699,2169,15242
10/27/04,1600,31125,5634,11609,2137,15062
10/27/04,1700,31152,5693,11478,2142,15063
10/27/04,1800,31511,5730,11393,2136,15085
10/27/04,1900,33488,5962,11528,2180,15453
10/27/04,2000,33788,6129,12155,2246,16008
10/27/04,2100,33053,6020,12053,2205,15873
10/27/04,2200,31530,5820,11737,2121,15408
10/27/04,2300,29111,5421,11174,1960,14452
10/27/04,2400,26543,5091,10302,1797,13427
10/26/04,100,24115,4911,9361,1666,12753
10/26/04,200,23117,4775,8757,1586,12287
10/26/04,300,22560,4713,8328,1551,12101
10/26/04,400,22430,4644,8087,1543,12035
10/26/04,500,22961,4805,8026,1576,12351
10/26/04,600,25050,5165,8195,1709,13058
10/26/04,700,29069,5816,8911,1982,14710
10/26/04,800,31689,6151,10275,2186,15936
10/26/04,900,31876,6043,11220,2152,15915
10/26/04,1000,31911,6044,11381,2153,15776
10/26/04,1100,32165,6029,11470,2178,15715
10/26/04,1200,32002,5952,11684,2183,15588
10/26/04,1300,31654,5868,11730,2188,15505
10/26/04,1400,31565,5759,11719,2187,15510
10/26/04,1500,31414,5723,11741,2158,15399
10/26/04,1600,31221,5640,11649,2123,15261
10/26/04,1700,31313,5635,11587,2112,15148
10/26/04,1800,31661,5659,11638,2113,15085
10/26/04,1900,33592,5951,11871,2173,15536
10/26/04,2000,33789,6156,12254,2251,16222
10/26/04,2100,33042,6085,12105,2218,16118
10/26/04,2200,31586,5781,11765,2117,15640
10/26/04,2300,28792,5431,11180,1953,14621
10/26/04,2400,26025,5081,10247,1774,13580
10/25/04,100,23214,4665,8453,1526,11985
10/25/04,200,22580,4614,8078,1478,11730
10/25/04,300,22135,4526,7830,1457,11603
10/25/04,400,22126,4601,7761,1470,11734
10/25/04,500,22639,4656,7717,1519,11902
10/25/04,600,24772,5037,8040,1675,12697
10/25/04,700,28829,5610,8754,1954,14355
10/25/04,800,31489,5984,10135,2159,15533
10/25/04,900,31979,5920,10951,2166,15637
10/25/04,1000,32146,5916,11182,2169,15685
10/25/04,1100,32585,5981,11322,2205,15731
10/25/04,1200,32388,5955,11654,2202,15743
10/25/04,1300,32125,5904,11805,2212,15658
10/25/04,1400,31930,5840,11894,2202,15660
10/25/04,1500,31529,5757,12007,2185,15557
10/25/04,1600,31236,5784,11925,2153,15446
10/25/04,1700,31579,5799,11911,2134,15430
10/25/04,1800,32247,5823,11794,2114,15298
10/25/04,1900,33986,6056,11786,2133,15480
10/25/04,2000,34082,6255,12385,2252,16187
10/25/04,2100,33180,6122,12297,2228,15987
10/25/04,2200,31554,5901,11936,2114,15448
10/25/04,2300,28727,5480,11263,1943,14439
10/25/04,2400,25977,5105,10335,1793,13421
10/24/04,100,23891,4585,8739,1449,11740
10/24/04,200,22730,4459,8149,1380,11209
10/24/04,300,22079,4376,7817,1333,10882
10/24/04,400,21828,4372,7622,1321,10812
10/24/04,500,21766,4304,7481,1315,10789
10/24/04,600,22169,4411,7454,1329,10909
10/24/04,700,23074,4567,7507,1375,11170
10/24/04,800,24219,4806,7850,1447,11727
10/24/04,900,25779,5061,7867,1516,12197
10/24/04,1000,27348,5232,8204,1579,12563
10/24/04,1100,28035,5355,8545,1617,12849
10/24/04,1200,28164,5387,8737,1662,13006
10/24/04,1300,28051,5353,8919,1679,13102
10/24/04,1400,27673,5322,8990,1665,13075
10/24/04,1500,27484,5248,9045,1637,12924
10/24/04,1600,27442,5230,8984,1627,12798
10/24/04,1700,27707,5271,8945,1636,12820
10/24/04,1800,28684,5412,9037,1672,13024
10/24/04,1900,30531,5654,9254,1716,13369
10/24/04,2000,31121,5760,10144,1868,14244
10/24/04,2100,30348,5692,10257,1869,14079
10/24/04,2200,29184,5467,10112,1811,13698
10/24/04,2300,27070,5228,9753,1707,13155
10/24/04,2400,25010,4925,9044,1601,12514
10/23/04,100,24556,4767,9394,1573,12363
10/23/04,200,23467,4650,8807,1488,11960
10/23/04,300,22884,4596,8379,1441,11601
10/23/04,400,22673,4599,8147,1433,11565
10/23/04,500,22807,4620,7999,1434,11600
10/23/04,600,23557,4788,8020,1479,11849
10/23/04,700,24982,5022,8286,1581,12425
10/23/04,800,26468,5303,8755,1678,13119
10/23/04,900,28046,5508,9350,1760,13648
10/23/04,1000,28946,5645,9887,1835,14158
10/23/04,1100,29009,5606,10345,1889,14369
10/23/04,1200,28828,5504,10692,1895,14233
10/23/04,1300,28267,5385,10589,1864,14022
10/23/04,1400,27406,5292,10426,1849,13939
10/23/04,1500,26914,5172,10220,1807,13665
10/23/04,1600,26657,5092,10021,1788,13529
10/23/04,1700,26870,5105,9980,1788,13585
10/23/04,1800,27358,5228,9796,1811,13693
10/23/04,1900,29369,5480,9824,1849,13962
10/23/04,2000,29838,5574,10504,1875,14344
10/23/04,2100,29431,5540,10503,1836,14186
10/23/04,2200,28626,5396,10278,1766,13814
10/23/04,2300,27170,5130,9927,1668,13226
10/23/04,2400,25461,4821,9342,1543,12387
10/22/04,100,24552,4854,9330,1677,12627
10/22/04,200,23424,4702,8753,1607,12233
10/22/04,300,22982,4625,8454,1566,11969
10/22/04,400,22798,4576,8269,1560,11913
10/22/04,500,23314,4670,8208,1603,12151
10/22/04,600,25287,5018,8419,1736,12848
10/22/04,700,29241,5556,9093,1996,14310
10/22/04,800,31714,5902,10369,2177,15556
10/22/04,900,32187,5865,11288,2177,15588
10/22/04,1000,32368,5887,11474,2172,15655
10/22/04,1100,32487,5973,11493,2175,15639
10/22/04,1200,32170,5918,11673,2153,15517
10/22/04,1300,31885,5830,11700,2132,15404
10/22/04,1400,31545,5809,11587,2127,15269
10/22/04,1500,31185,5730,11556,2079,15177
10/22/04,1600,30920,5676,11489,2046,14828
10/22/04,1700,30874,5663,11339,2004,14695
10/22/04,1800,31083,5681,11362,1979,14610
10/22/04,1900,32473,5767,11524,1989,14790
10/22/04,2000,32569,5849,11950,2055,15311
10/22/04,2100,31767,5774,11718,2022,15066
10/22/04,2200,30531,5654,11443,1952,14755
10/22/04,2300,28551,5413,10911,1850,14110
10/22/04,2400,26420,5022,10292,1705,13264
10/21/04,100,24526,4891,9460,1668,12598
10/21/04,200,23334,4683,8818,1590,12148
10/21/04,300,22700,4629,8461,1550,11764
10/21/04,400,22624,4655,8269,1540,11700
10/21/04,500,23057,4707,8210,1563,11823
10/21/04,600,25138,5021,8404,1689,12598
10/21/04,700,29053,5615,9125,1958,14139
10/21/04,800,31648,5884,10417,2148,15348
10/21/04,900,32013,5913,11123,2140,15356
10/21/04,1000,32219,5958,11320,2138,15393
10/21/04,1100,32481,6001,11385,2143,15485
10/21/04,1200,32425,5997,11538,2141,15523
10/21/04,1300,32202,5978,11505,2132,15403
10/21/04,1400,32194,5933,11450,2117,15388
10/21/04,1500,31889,5786,11465,2098,15128
10/21/04,1600,31757,5836,11356,2071,15006
10/21/04,1700,32080,5898,11221,2058,14943
10/21/04,1800,32587,5982,11134,2068,14988
10/21/04,1900,34056,6178,11120,2108,15340
10/21/04,2000,34246,6263,11855,2207,15921
10/21/04,2100,33476,6119,11956,2176,15886
10/21/04,2200,31821,5893,11699,2095,15386
10/21/04,2300,29210,5488,11144,1940,14437
10/21/04,2400,26545,5123,10297,1792,13446
10/20/04,100,24428,4842,9453,1677,12799
10/20/04,200,23297,4695,8791,1608,12321
10/20/04,300,22762,4630,8442,1562,12096
10/20/04,400,22628,4601,8262,1545,11896
10/20/04,500,23072,4724,8208,1598,12017
10/20/04,600,25120,5056,8386,1700,12693
10/20/04,700,29040,5560,9114,1961,14110
10/20/04,800,31737,5918,10403,2151,15276
10/20/04,900,32195,5916,11304,2151,15406
10/20/04,1000,32428,5912,11596,2150,15466
10/20/04,1100,32749,5873,11651,2179,15482
10/20/04,1200,32719,5880,11775,2175,15509
10/20/04,1300,32488,5865,11754,2172,15497
10/20/04,1400,32371,5925,11726,2156,15475
10/20/04,1500,32124,5804,11720,2145,15502
10/20/04,1600,31984,5865,11636,2115,15264
10/20/04,1700,32343,5912,11597,2111,15265
10/20/04,1800,32999,5981,11615,2125,15247
10/20/04,1900,34210,6187,11823,2150,15562
10/20/04,2000,34255,6330,12231,2223,16076
10/20/04,2100,33419,6181,12137,2192,15916
10/20/04,2200,31773,5934,11839,2092,15416
10/20/04,2300,29006,5514,11259,1934,14511
10/20/04,2400,26467,5170,10368,1787,13365
10/19/04,100,23754,4890,9443,1738,13133
10/19/04,200,22819,4755,8878,1654,12687
10/19/04,300,22400,4714,8510,1621,12414
10/19/04,400,22249,4612,8334,1598,12456
10/19/04,500,22695,4717,8288,1637,12469
10/19/04,600,24411,5074,8483,1759,13163
10/19/04,700,28320,5613,9201,2016,14579
10/19/04,800,31241,5826,10493,2184,15658
10/19/04,900,31897,5852,11450,2190,15765
10/19/04,1000,32419,5907,11701,2178,15761
10/19/04,1100,32804,5951,11777,2207,15897
10/19/04,1200,32893,5930,11871,2194,15883
10/19/04,1300,32760,5910,11832,2185,15817
10/19/04,1400,32677,5905,11751,2178,15855
10/19/04,1500,32240,5845,11757,2155,15593
10/19/04,1600,32285,5829,11653,2134,15353
10/19/04,1700,32690,5889,11549,2137,15425
10/19/04,1800,33435,5952,11595,2139,15354
10/19/04,1900,34481,6153,11732,2181,15596
10/19/04,2000,34551,6279,12189,2244,16161
10/19/04,2100,33478,6173,12151,2210,16005
10/19/04,2200,31662,5890,11857,2101,15622
10/19/04,2300,28870,5506,11250,1954,14685
10/19/04,2400,26277,5087,10351,1785,13664
10/18/04,100,23514,4802,8641,1608,12830
10/18/04,200,22722,4835,8256,1572,12584
10/18/04,300,22249,4852,8026,1563,12576
10/18/04,400,22383,4802,7978,1571,12655
10/18/04,500,23239,4982,8037,1617,12942
10/18/04,600,25408,5434,8225,1766,13815
10/18/04,700,29706,6079,9050,2046,15509
10/18/04,800,32038,6384,10399,2230,16596
10/18/04,900,32306,6354,11383,2249,16756
10/18/04,1000,32217,6280,11683,2267,16831
10/18/04,1100,32255,6195,11716,2332,16794
10/18/04,1200,31990,6097,11871,2346,16729
10/18/04,1300,31657,6014,11723,2336,16654
10/18/04,1400,31390,5936,11750,2320,16589
10/18/04,1500,31013,5929,11771,2301,16408
10/18/04,1600,30819,5951,11633,2267,16246
10/18/04,1700,30821,6014,11523,2280,16279
10/18/04,1800,31419,6137,11558,2295,16469
10/18/04,1900,33356,6385,11753,2306,16745
10/18/04,2000,33800,6476,12248,2348,17003
10/18/04,2100,33012,6357,12204,2290,16698
10/18/04,2200,31159,6060,11891,2183,16115
10/18/04,2300,28391,5642,11292,2017,15152
10/18/04,2400,25664,5205,10373,1857,14044
10/17/04,100,23377,4682,9012,1535,12400
10/17/04,200,22244,4534,8552,1478,12098
10/17/04,300,21648,4454,8141,1447,11976
10/17/04,400,21363,4375,8052,1444,11896
10/17/04,500,21358,4433,7968,1444,11938
10/17/04,600,21764,4521,7956,1467,12152
10/17/04,700,22760,4675,8162,1517,12505
10/17/04,800,23811,4857,8392,1607,13089
10/17/04,900,25344,5133,8549,1669,13682
10/17/04,1000,26620,5318,8766,1731,13947
10/17/04,1100,27116,5303,9021,1739,13747
10/17/04,1200,27203,5299,9102,1732,13492
10/17/04,1300,27291,5249,9068,1725,13395
10/17/04,1400,26810,5148,9032,1687,13124
10/17/04,1500,26394,5013,8992,1654,12893
10/17/04,1600,26190,4989,8920,1631,12695
10/17/04,1700,26500,5062,8862,1635,12691
10/17/04,1800,27225,5164,8947,1654,12814
10/17/04,1900,29159,5432,9216,1704,13336
